date,chain,tvl,share_within_chains
2023-12-09,Solana,200411,0.0008107953498179533
2023-12-10,Ethereum,196984440,0.7934856082405018
2023-12-10,Mantle,30335073,0.12219464568077065
2023-12-10,Polygon,20732080,0.08351221603539216
2023-12-10,Solana,200471,0.0008075300433353094
2023-12-11,Ethereum,198169107,0.794564481656085
2023-12-11,Mantle,30364871,0.12174878492372117
2023-12-11,Polygon,20697280,0.08298631307295973
2023-12-11,Solana,174689,0.0007004203472341419
2023-12-12,Ethereum,191547156,0.7890551519306545
2023-12-12,Mantle,30335073,0.12496163417243582
2023-12-12,Polygon,20698303,0.08526413526271161
2023-12-12,Solana,174560,0.0007190786341981243
2023-12-13,Ethereum,193637806,0.7906421936589263
2023-12-13,Mantle,30394476,0.12410363283992996
2023-12-13,Polygon,20705204,0.08454138295037063
2023-12-13,Solana,174571,0.0007127905507730883
2023-12-14,Ethereum,179122552,0.7772278234519175
2023-12-14,Mantle,30454073,0.13214278497458995
2023-12-14,Polygon,20701526,0.08982566301932367
2023-12-14,Solana,185230,0.0008037285541688725
2023-12-15,Ethereum,178844866,0.803213375080789
2023-12-15,Mantle,30156088,0.1354345459472864
2023-12-15,Polygon,13390331,0.06013755494641326
2023-12-15,Solana,270428,0.0012145240255112921
2023-12-16,Ethereum,178524567,0.8023284033464706
2023-12-16,Mantle,30334879,0.13633157297493056
2023-12-16,Polygon,13377907,0.06012323650350919
2023-12-16,Solana,270745,0.0012167871750896903
2023-12-17,Ethereum,179385934,0.8037822146301116
2023-12-17,Mantle,30156088,0.13512167122992225
2023-12-17,Polygon,13364201,0.05988154610016386
2023-12-17,Solana,271064,0.0012145680398023657
2023-12-18,Ethereum,181125299,0.8044844065395953
2023-12-18,Mantle,30349453,0.1347998419895298
2023-12-18,Polygon,13399416,0.05951471875133886
2023-12-18,Solana,270406,0.0012010327195360257
2023-12-19,Ethereum,182695650,0.8133287536536559
2023-12-19,Mantle,30289885,0.13484521615792477
2023-12-19,Polygon,11358342,0.050565331700190855
2023-12-19,Solana,283187,0.001260698488228471
2023-12-20,Ethereum,207623364,0.8323430154026424
2023-12-20,Mantle,30170751,0.12095177238483762
2023-12-20,Polygon,11366702,0.045568065344819504
2023-12-20,Solana,283655,0.0011371468677004797
2023-12-21,Ethereum,205302715,0.8304147989625527
2023-12-21,Mantle,30260102,0.1223970005409638
2023-12-21,Polygon,11367938,0.04598138874534008
2023-12-21,Solana,298359,0.0012068117511435162
2023-12-22,Ethereum,205760361,0.8303833481246453
2023-12-22,Mantle,30230318,0.12199994475958725
2023-12-22,Polygon,11384215,0.04594306950827525
2023-12-22,Solana,414710,0.0016736376074922012
2023-12-23,Ethereum,206454829,0.8302992721102036
2023-12-23,Mantle,30409020,0.12229593899004719
2023-12-23,Polygon,11376863,0.04575432366271998
2023-12-23,Solana,410390,0.0016504652370291928
2023-12-24,Ethereum,223672096,0.8413431020199881
2023-12-24,Mantle,30409627,0.11438588169465172
2023-12-24,Polygon,11380689,0.04280848777124508
2023-12-24,Solana,388815,0.001462528514115152
2023-12-25,Ethereum,224707488,0.8418334435997243
2023-12-25,Mantle,30439411,0.11403676135295202
2023-12-25,Polygon,11390028,0.04267105907007995
2023-12-25,Solana,389375,0.0014587359772436363
2023-12-26,Ethereum,225953931,0.8442564378617708
2023-12-26,Mantle,29930271,0.11183175201628806
2023-12-26,Polygon,11397114,0.042584286208078935
2023-12-26,Solana,355294,0.0013275239138621582
2023-12-27,Ethereum,221875018,0.8355184959811215
2023-12-27,Mantle,31897799,0.12011807947476143
2023-12-27,Polygon,11425442,0.04302497956646718
2023-12-27,Solana,355429,0.001338444977649868
2023-12-28,Ethereum,220202604,0.8351031400671024
2023-12-28,Mantle,31719040,0.12029226459063139
2023-12-28,Polygon,11408508,0.0432659772464846
2023-12-28,Solana,352971,0.0013386180957815795
2023-12-29,Ethereum,218652108,0.8380098469442757
2023-12-29,Mantle,30496784,0.11688250127518843
2023-12-29,Polygon,11416320,0.043754385280689236
2023-12-29,Solana,353092,0.001353266499846634
2023-12-30,Ethereum,218079131,0.8380081614819265
2023-12-30,Mantle,30379422,0.11673837592971512
2023-12-30,Polygon,11423492,0.04389681619110769
2023-12-30,Solana,353047,0.0013566463972506828
2023-12-31,Ethereum,207675498,0.8313464983609333
2023-12-31,Mantle,30351607,0.12150062208627611
2023-12-31,Polygon,11425771,0.045738543079953994
2023-12-31,Solana,353310,0.0014143364728365854
2024-01-01,Ethereum,207553362,0.8298152030877342
2024-01-01,Mantle,30769016,0.12301702566904091
2024-01-01,Polygon,11432772,0.04570915126412532
2024-01-01,Solana,364830,0.0014586199790996306
2024-01-02,Ethereum,202822035,0.8277593795456776
2024-01-02,Mantle,30411237,0.12411465386557508
2024-01-02,Polygon,11427252,0.046637018632773815
2024-01-02,Solana,364830,0.0014889479559735683
2024-01-03,Ethereum,198890495,0.8241025432108303
2024-01-03,Mantle,30500681,0.12637953755287426
2024-01-03,Polygon,11294662,0.046799419343326196
2024-01-03,Solana,656088,0.0027184998929692806
2024-01-04,Ethereum,199736503,0.820936085410479
2024-01-04,Mantle,30441052,0.1251156282868176
2024-01-04,Polygon,11412430,0.04690617622969554
2024-01-04,Solana,1713369,0.007042110073007871
2024-01-05,Ethereum,199872324,0.8233671508635654
2024-01-05,Mantle,30411237,0.1252780428116033
2024-01-05,Polygon,11408752,0.04699796070389917
2024-01-05,Solana,1057624,0.0043568456209321284
2024-01-06,Ethereum,200079112,0.8228892446578168
2024-01-06,Mantle,30411237,0.12507592418762759
2024-01-06,Polygon,11399554,0.046884306346261645
2024-01-06,Solana,1252310,0.005150524808293984
2024-01-07,Ethereum,200855042,0.8229414248808548
2024-01-07,Mantle,30560578,0.12521251821252513
2024-01-07,Polygon,11400817,0.04671132222205242
2024-01-07,Solana,1253233,0.00513473468456773
2024-01-08,Ethereum,195670648,0.8208549303107715
2024-01-08,Mantle,30411502,0.12757882497969694
2024-01-08,Polygon,11382409,0.047750169184617296
2024-01-08,Solana,909654,0.0038160755249142656
2024-01-09,Ethereum,196186786,0.8214261856091587
2024-01-09,Mantle,30441430,0.12745704356147725
2024-01-09,Polygon,11391673,0.047696476867187386
2024-01-09,Solana,816892,0.0034202939621766214
2024-01-10,Ethereum,193111249,0.8207424069631215
2024-01-10,Mantle,30471245,0.12950588375337463
2024-01-10,Polygon,11411678,0.04850078966248155
2024-01-10,Solana,294327,0.0012509196210223603
2024-01-11,Ethereum,194218336,0.8219557145832809
2024-01-11,Mantle,30351984,0.12845330266726365
2024-01-11,Polygon,11423205,0.04834439848463282
2024-01-11,Solana,294553,0.001246584264822705
2024-01-12,Ethereum,195744751,0.8238085471972068
2024-01-12,Mantle,30173649,0.12698838573877494
2024-01-12,Polygon,11388569,0.047929767897301856
2024-01-12,Solana,302548,0.0012732991667164578
2024-01-13,Ethereum,194245324,0.8213633179107118
2024-01-13,Mantle,30531595,0.12910237247361536
2024-01-13,Polygon,11410351,0.04824849094378101
2024-01-13,Solana,304085,0.001285818671891833
2024-01-14,Ethereum,195526148,0.8222607204653022
2024-01-14,Mantle,30561430,0.12852226521769303
2024-01-14,Polygon,11399500,0.04793916915370425
2024-01-14,Solana,303860,0.001277845163300546
2024-01-15,Ethereum,195383533,0.8225267392764437
2024-01-15,Mantle,30382359,0.127903832508732
2024-01-15,Polygon,11396413,0.047976686061550915
2024-01-15,Solana,378341,0.0015927421532734233
2024-01-16,Ethereum,195951483,0.8222601101035512
2024-01-16,Mantle,30591320,0.12836862353020806
2024-01-16,Polygon,11414814,0.04789933749290153
2024-01-16,Solana,350773,0.0014719288733392895
2024-01-17,Ethereum,193098590,0.8189940641073791
2024-01-17,Mantle,30877665,0.13096224238869986
2024-01-17,Polygon,11447603,0.048553015872657715
2024-01-17,Solana,351465,0.0014906776312633872
2024-01-18,Ethereum,195896917,0.821268677249553
2024-01-18,Mantle,30847571,0.12932385164352367
2024-01-18,Polygon,11434032,0.04793547790376436
2024-01-18,Solana,351114,0.0014719932031589836
2024-01-19,Ethereum,196236579,0.821605110181473
2024-01-19,Mantle,30787380,0.12890088517645262
2024-01-19,Polygon,11436023,0.04788044606583189
2024-01-19,Solana,385391,0.0016135585762425467
2024-01-20,Ethereum,211563115,0.8306017143019905
2024-01-20,Mantle,30877666,0.12122643549299358
2024-01-20,Polygon,11438966,0.04490964679472687
2024-01-20,Solana,830918,0.003262203410289082
2024-01-21,Ethereum,212677843,0.8310131168553206
2024-01-21,Mantle,30967952,0.1210035514331691
2024-01-21,Polygon,11448737,0.04473456418507514
2024-01-21,Solana,831444,0.0032487675264350657
2024-01-22,Ethereum,207412428,0.8296265056873829
2024-01-22,Mantle,30998047,0.12398871978753011
2024-01-22,Polygon,11289528,0.045156848872623334
2024-01-22,Solana,306990,0.0012279256524636492
2024-01-23,Ethereum,209078055,0.8298998922553031
2024-01-23,Mantle,30907761,0.12268311719158026
2024-01-23,Polygon,11410332,0.04529137836774519
2024-01-23,Solana,535509,0.0021256121853713682
2024-01-24,Ethereum,207092260,0.8286860024517058
2024-01-24,Mantle,30877666,0.12355792342301422
2024-01-24,Polygon,11399557,0.045615675448470935
2024-01-24,Solana,534895,0.0021403986768090953
2024-01-25,Ethereum,205676745,0.8283576849027482
2024-01-25,Mantle,30847571,0.12423778146835779
2024-01-25,Polygon,11269296,0.04538679346099045
2024-01-25,Solana,500994,0.0020177401679036073
2024-01-26,Ethereum,205783351,0.828374186185833
2024-01-26,Mantle,30847571,0.12417589371909249
2024-01-26,Polygon,11270009,0.045367054663630266
2024-01-26,Solana,517422,0.0020828654314441896
2024-01-27,Ethereum,205900439,0.8290198016493626
2024-01-27,Mantle,30817476,0.1240808322941652
2024-01-27,Polygon,11130798,0.0448160868183439
2024-01-27,Solana,517416,0.00208327923812832
2024-01-28,Ethereum,209130803,0.8307250832092329
2024-01-28,Mantle,30817476,0.12241549282626976
2024-01-28,Polygon,11278700,0.04480209926794942
2024-01-28,Solana,517921,0.002057324696547974
2024-01-29,Ethereum,202214011,0.7351362968046381
2024-01-29,Mantle,61019678,0.2218331949170992
2024-01-29,Polygon,11285237,0.04102676810432628
2024-01-29,Solana,551169,0.0020037401739363926
2024-01-30,Ethereum,170929374,0.701306553294937
2024-01-30,Mantle,60900615,0.24986928460401392
2024-01-30,Polygon,11291976,0.04632987638771291
2024-01-30,Solana,607932,0.0024942857133361854
2024-01-31,Ethereum,170685048,0.7007981801004954
2024-01-31,Mantle,60960147,0.25028999655704276
2024-01-31,Polygon,11282981,0.046325631000252984
2024-01-31,Solana,629888,0.0025861923422087966
2024-02-01,Ethereum,169109295,0.7011159394379571
2024-02-01,Mantle,60126707,0.24928134591073656
2024-02-01,Polygon,11271322,0.04673015467740974
2024-02-01,Solana,692862,0.0028725599738965374
2024-02-02,Ethereum,168214321,0.6981580137825494
2024-02-02,Mantle,60773293,0.2522339434577922
2024-02-02,Polygon,11288154,0.046850441324264774
2024-02-02,Solana,664417,0.002757601435393602
2024-02-03,Ethereum,168315447,0.6984688035048081
2024-02-03,Mantle,60713945,0.2519483343688992
2024-02-03,Polygon,11284289,0.04682709743350215
2024-02-03,Solana,664078,0.0027557646927905905
2024-02-04,Ethereum,169153671,0.6990123712958748
2024-02-04,Mantle,60891991,0.2516306904260864
2024-02-04,Polygon,11279525,0.046611625220602526
2024-02-04,Solana,664337,0.002745313057436321
2024-02-05,Ethereum,169466914,0.7005830584348091
2024-02-05,Mantle,60891991,0.2517299470560068
2024-02-05,Polygon,11317027,0.04678504612439754
2024-02-05,Solana,218176,0.0009019483847866191
2024-02-06,Ethereum,167058612,0.6975851652459197
2024-02-06,Mantle,60891991,0.2542661470447753
2024-02-06,Polygon,11313143,0.047240190940325305
2024-02-06,Solana,217568,0.0009084967689796458
2024-02-07,Ethereum,166670422,0.6965900754576039
2024-02-07,Mantle,61070038,0.25523894322784363
2024-02-07,Polygon,11314226,0.047287199783320785
2024-02-07,Solana,211459,0.0008837815312316751
2024-02-08,Ethereum,167747578,0.698739283683881
2024-02-08,Mantle,60773293,0.25314635075047476
2024-02-08,Polygon,11329719,0.04719304941857137
2024-02-08,Solana,221182,0.0009213161470728845
2024-02-09,Ethereum,169477633,0.6928586837294236
2024-02-09,Mantle,60891991,0.24893871826687541
2024-02-09,Polygon,11342504,0.04637043987766646
2024-02-09,Solana,2894221,0.011832158126034577
2024-02-10,Ethereum,171257160,0.7022564053727057
2024-02-10,Mantle,61010689,0.2501801801831356
2024-02-10,Polygon,11345253,0.04652229775282917
2024-02-10,Solana,253894,0.0010411166913295638
2024-02-11,Ethereum,172984950,0.7045179392083742
2024-02-11,Mantle,60951340,0.24823727410268323
2024-02-11,Polygon,11346512,0.046211079353684174
2024-02-11,Solana,253813,0.001033707335258328
2024-02-12,Ethereum,182875710,0.7150286793322012
2024-02-12,Mantle,61248085,0.23947487246489105
2024-02-12,Polygon,11349840,0.04437692193146805
2024-02-12,Solana,286330,0.0011195262714397071
2024-02-13,Ethereum,165455792,0.6948592679751553
2024-02-13,Mantle,61010689,0.2562245913832975
2024-02-13,Polygon,11351141,0.04767101490132647
2024-02-13,Solana,296482,0.0012451257402207472
2024-02-14,Ethereum,164162809,0.6629489567396902
2024-02-14,Mantle,61722876,0.24925935722245876
2024-02-14,Polygon,11368190,0.04590887391868751
2024-02-14,Solana,10371236,0.04188281211916347
2024-02-15,Ethereum,165815374,0.6665336992250664
2024-02-15,Mantle,60891991,0.24476960751787377
2024-02-15,Polygon,11382083,0.04575294620676574
2024-02-15,Solana,10683231,0.04294374705029406
2024-02-16,Ethereum,162778514,0.6621318532304599
2024-02-16,Mantle,60951340,0.24793090143997665
2024-02-16,Polygon,11393786,0.04634634175055357
2024-02-16,Solana,10716389,0.04359090357900991
2024-02-17,Ethereum,162604010,0.6622644355291839
2024-02-17,Mantle,60832642,0.24776323361200578
2024-02-17,Polygon,11384749,0.046368563543583215
2024-02-17,Solana,10705916,0.04360376731522709
2024-02-18,Ethereum,163528598,0.6631884951119085
2024-02-18,Mantle,60951340,0.24718751303459638
2024-02-18,Polygon,11392537,0.046202312995655574
2024-02-18,Solana,10706890,0.04342167885783954
2024-02-19,Ethereum,164785749,0.665181873585897
2024-02-19,Mantle,60951426,0.24603938138128775
2024-02-19,Polygon,11413707,0.046073104336349306
2024-02-19,Solana,10579484,0.04270564069646593
2024-02-20,Ethereum,164081466,0.6640312856953338
2024-02-20,Mantle,60892077,0.24642785784818172
2024-02-20,Polygon,11418011,0.0462082446558191
2024-02-20,Solana,10707445,0.04333261180066537
2024-02-21,Ethereum,161493874,0.6610315146674622
2024-02-21,Mantle,60714030,0.24851646826223106
2024-02-21,Polygon,11400350,0.04666425073336963
2024-02-21,Solana,10697608,0.043787766336937095
2024-02-22,Ethereum,157461861,0.6542045958688278
2024-02-22,Mantle,61070124,0.2537271916980532
2024-02-22,Polygon,11228230,0.046649770444871404
2024-02-22,Solana,10931859,0.045418441988247606
2024-02-23,Ethereum,159141056,0.656071037188823
2024-02-23,Mantle,61010775,0.251521533412119
2024-02-23,Polygon,11400686,0.047000190124942325
2024-02-23,Solana,11014289,0.045407239274115684
2024-02-24,Ethereum,164115655,0.6637663544962414
2024-02-24,Mantle,60892077,0.246278223536898
2024-02-24,Polygon,11223177,0.04539217957699443
2024-02-24,Solana,11018223,0.04456324238986611
2024-02-25,Ethereum,164792610,0.6641946206528971
2024-02-25,Mantle,60892077,0.24542477956858624
2024-02-25,Polygon,11407606,0.04597821795363101
2024-02-25,Solana,11016627,0.044402381824885616
2024-02-26,Ethereum,167279688,0.6674288275480789
2024-02-26,Mantle,61010775,0.24342674542799028
2024-02-26,Polygon,11406632,0.045511293768269095
2024-02-26,Solana,10935903,0.04363313325566173
2024-02-27,Ethereum,161485235,0.6597119627859346
2024-02-27,Mantle,60951426,0.249003476268661
2024-02-27,Polygon,11408742,0.04660787456969877
2024-02-27,Solana,10936023,0.04467668637570565
2024-02-28,Ethereum,161335009,0.6580326353578888
2024-02-28,Mantle,61485567,0.2507794801653003
2024-02-28,Polygon,11413038,0.04655004217082064
2024-02-28,Solana,10944209,0.04463784230599029
2024-02-29,Ethereum,166414833,0.662807356783104
2024-02-29,Mantle,61307520,0.2441794072655007
2024-02-29,Polygon,11411140,0.04544899877573984
2024-02-29,Solana,10909226,0.043449944450621864
2024-02-29,Sui,1032999,0.004114292725033649
2024-03-01,Ethereum,159245378,0.6529764014121905
2024-03-01,Mantle,61188822,0.2509012022704425
2024-03-01,Polygon,11443087,0.04692171204056308
2024-03-01,Solana,10967875,0.04497313290084142
2024-03-01,Sui,1030999,0.004227551375962491
2024-03-02,Ethereum,159832064,0.6547826133409438
2024-03-02,Mantle,60832728,0.24921290271580804
2024-03-02,Polygon,11443478,0.04688039585442378
2024-03-02,Solana,10965162,0.04492088289660584
2024-03-02,Sui,1026000,0.004203205192218554
2024-03-03,Ethereum,161862311,0.6569584948470224
2024-03-03,Mantle,61070124,0.24786830544610858
2024-03-03,Polygon,11451765,0.04647983987910448
2024-03-03,Solana,10968136,0.04451691115319267
2024-03-03,Sui,1028999,0.0041764486745718785
2024-03-04,Ethereum,166762536,0.6646157177704529
2024-03-04,Mantle,61010775,0.24315245492762597
2024-03-04,Polygon,11455933,0.045656496453887085
2024-03-04,Solana,10658483,0.0424783377568039
2024-03-04,Sui,1028000,0.0040969930912301885
2024-03-05,Ethereum,163831205,0.6473628576042002
2024-03-05,Mantle,61129473,0.24154708698577174
2024-03-05,Polygon,11439347,0.04520145208628622
2024-03-05,Solana,10615046,0.0419443079366964
2024-03-05,Sui,6059697,0.02394429538704546
2024-03-06,Ethereum,152583976,0.6306689431770103
2024-03-06,Mantle,61248171,0.2531544942576068
2024-03-06,Polygon,11443146,0.047297475027392344
2024-03-06,Solana,10593135,0.04378416024092464
2024-03-06,Sui,6071464,0.025094927297066
2024-03-07,Ethereum,148142470,0.6241185536187934
2024-03-07,Mantle,61129473,0.2575361290536001
2024-03-07,Polygon,11441644,0.04820320806248975
2024-03-07,Solana,10589424,0.04461283783466104
2024-03-07,Sui,6059697,0.025529271430455705
2024-03-08,Ethereum,158957438,0.6391562457944874
2024-03-08,Mantle,61604265,0.24770624915537917
2024-03-08,Polygon,11434701,0.04597809737561617
2024-03-08,Solana,10595706,0.042604559772170744
2024-03-08,Sui,6106763,0.024554847902346546
2024-03-09,Ethereum,158819508,0.639978084813026
2024-03-09,Mantle,61248563,0.24680682203278181
2024-03-09,Polygon,11430281,0.046059388014567576
2024-03-09,Solana,10594163,0.04269017221068977
2024-03-09,Sui,6071464,0.024465532928934865
2024-03-10,Ethereum,159529051,0.6420547450130195
2024-03-10,Mantle,60892467,0.24507321473941887
2024-03-10,Polygon,11416970,0.045949748439055735
2024-03-10,Solana,10591779,0.042628611669477394
2024-03-10,Sui,6036164,0.02429368013902852
2024-03-11,Ethereum,160314218,0.6418472148269203
2024-03-11,Mantle,61307913,0.24545741292828527
2024-03-11,Polygon,11487713,0.045993154479791715
2024-03-11,Solana,10594637,0.04241756180697734
2024-03-11,Sui,6065580,0.024284655958025328
2024-03-12,Ethereum,178330666,0.6673985980632422
2024-03-12,Mantle,60773768,0.2274444910233259
2024-03-12,Polygon,11480948,0.042967195555906154
2024-03-12,Solana,10592858,0.039643538249798264
2024-03-12,Sui,6024398,0.022546177107727508
2024-03-13,Ethereum,178463906,0.6659547631972704
2024-03-13,Mantle,61307913,0.22877621362850736
2024-03-13,Polygon,11524787,0.04300582100609173
2024-03-13,Solana,10608072,0.03958501321124057
2024-03-13,Sui,6077347,0.022678188956889927
2024-03-14,Ethereum,180000776,0.6671682465340314
2024-03-14,Mantle,61545310,0.22811610853885092
2024-03-14,Polygon,11507449,0.04265206374115739
2024-03-14,Solana,10643761,0.03945082638364464
2024-03-14,Sui,6100880,0.02261275480231564
2024-03-15,Ethereum,176944515,0.665314798087394
2024-03-15,Mantle,60833118,0.22873370004827
2024-03-15,Polygon,11504545,0.04325731167062363
2024-03-15,Solana,10643620,0.040020217022375335
2024-03-15,Sui,6030281,0.022673973171337063
2024-03-16,Ethereum,174614819,0.660729126803032
2024-03-16,Mantle,61426611,0.23243360031487087
2024-03-16,Polygon,11473473,0.043414744751349904
2024-03-16,Solana,10654286,0.04031500376545801
2024-03-16,Sui,6106763,0.023107524365289202
2024-03-17,Ethereum,176178168,0.6644018366116168
2024-03-17,Mantle,60833118,0.22941341588936948
2024-03-17,Polygon,11476711,0.04328088975621965
2024-03-17,Solana,10649815,0.04016250552437318
2024-03-17,Sui,6030281,0.02274135221842094
2024-03-18,Ethereum,178079581,0.6663607853418603
2024-03-18,Mantle,61011166,0.22829932697552002
2024-03-18,Polygon,11470090,0.04292023901573431
2024-03-18,Solana,10633220,0.039788732599908665
2024-03-18,Sui,6047931,0.02263091606697672
2024-03-19,Ethereum,175241802,0.6617841066658425
2024-03-19,Mantle,61132922,0.2308627034869376
2024-03-19,Polygon,11440715,0.043204779165039085
2024-03-19,Solana,10926935,0.04126453754207987
2024-03-19,Sui,6059697,0.022883873140100933
2024-03-20,Ethereum,174173246,0.6587727117985431
2024-03-20,Mantle,61251627,0.231671059405202
2024-03-20,Polygon,11466718,0.04337038601375763
2024-03-20,Solana,11439211,0.04326634672299628
2024-03-20,Sui,6059697,0.02291949605950099
2024-03-21,Ethereum,180138423,0.6669241940683316
2024-03-21,Mantle,61192275,0.22655138203126554
2024-03-21,Polygon,11287082,0.041788020239486454
2024-03-21,Solana,11419936,0.04227988391522627
2024-03-21,Sui,6065580,0.02245651974569018
2024-03-22,Ethereum,172875388,0.656648249384824
2024-03-22,Mantle,61370332,0.23310849241284393
2024-03-22,Polygon,11516032,0.043742387740350955
2024-03-22,Solana,11424414,0.04339438679002401
2024-03-22,Sui,6083230,0.02310648367195707
2024-03-23,Ethereum,171882362,0.6557477768975587
2024-03-23,Mantle,61073905,0.23300283382306963
2024-03-23,Polygon,11522152,0.04395812037465345
2024-03-23,Solana,11584343,0.04419538503356613
2024-03-23,Sui,6053814,0.023095883871152047
2024-03-24,Ethereum,168736498,0.6519017451100443
2024-03-24,Mantle,60895847,0.23526687705261168
2024-03-24,Polygon,11585065,0.04475809430816382
2024-03-24,Solana,11583742,0.044752982989516084
2024-03-24,Sui,6036164,0.023320300539664073
2024-03-25,Ethereum,173874156,0.6553077577983434
2024-03-25,Mantle,60717789,0.22883698810341266
2024-03-25,Polygon,11643022,0.04388094709611004
2024-03-25,Solana,13078576,0.049291352498385246
2024-03-25,Sui,6018515,0.02268295450374866
2024-03-26,Ethereum,173836813,0.6591625101835725
2024-03-26,Mantle,61133257,0.23180792632120711
2024-03-26,Polygon,11674556,0.04426812425650422
2024-03-26,Solana,11019433,0.04178399840475501
2024-03-26,Sui,6059697,0.022977440833961124
2024-03-27,Ethereum,196403483,0.6863923271589489
2024-03-27,Mantle,60955199,0.21302667475630682
2024-03-27,Polygon,11648055,0.04070770770559823
2024-03-27,Solana,11090024,0.0387574968902593
2024-03-27,Sui,6042048,0.021115793488886717
2024-03-28,Ethereum,181142326,0.6670464248149809
2024-03-28,Mantle,61548726,0.2266497208952526
2024-03-28,Polygon,11650053,0.04290066476542342
2024-03-28,Solana,11105048,0.04089371451373962
2024-03-28,Sui,6112646,0.022509475010603505
2024-03-29,Ethereum,157773764,0.5801274996943896
2024-03-29,Mantle,56257438,0.2068562352746566
2024-03-29,Polygon,11610684,0.042691997122295024
2024-03-29,Solana,40168232,0.14769690097083676
2024-03-29,Sui,6153828,0.022627366937821972
2024-03-30,Ethereum,157870049,0.5831783360164811
2024-03-30,Mantle,55449915,0.20483422515410327
2024-03-30,Polygon,11609359,0.04288544094794041
2024-03-30,Solana,39717279,0.14671723246454638
2024-03-30,Sui,6059697,0.022384765416928847
2024-03-31,Ethereum,158750401,0.5845411392552465
2024-03-31,Mantle,55449915,0.20417432826331308
2024-03-31,Polygon,11603203,0.042724613342109884
2024-03-31,Solana,39718013,0.14624726880516473
2024-03-31,Sui,6059697,0.022312650334165768
2024-04-01,Ethereum,159657077,0.5867730171497716
2024-04-01,Mantle,55396081,0.20359213758274639
2024-04-01,Polygon,11588304,0.04258943123284643
2024-04-01,Solana,39374611,0.1447098977990721
2024-04-01,Sui,6077347,0.022335516235563506
2024-04-02,Ethereum,155613407,0.579421098425497
2024-04-02,Mantle,55772925,0.2076685427618898
2024-04-02,Polygon,11562630,0.04305304989105215
2024-04-02,Solana,39523078,0.14716280370313206
2024-04-02,Sui,6094996,0.022694505218428966
2024-04-03,Ethereum,142149041,0.55864132090816
2024-04-03,Mantle,40990081,0.16108974659894099
2024-04-03,Polygon,11604923,0.045606987343358066
2024-04-03,Solana,53657076,0.2108706439511578
2024-04-03,Sui,6053814,0.023791301198383123
2024-04-04,Ethereum,143816729,0.5598619428929699
2024-04-04,Mantle,41388429,0.1611203817132271
2024-04-04,Polygon,11639851,0.045312597784397377
2024-04-04,Solana,53938911,0.20997796097831556
2024-04-04,Sui,6094996,0.023727116631090114
2024-04-05,Ethereum,181664838,0.6178160136659194
2024-04-05,Mantle,41029915,0.13953684601503077
2024-04-05,Polygon,11602052,0.0394569119478405
2024-04-05,Solana,53687087,0.1825820694903843
2024-04-05,Sui,6059697,0.02060815888082498
2024-04-06,Ethereum,182474724,0.6183755715636516
2024-04-06,Mantle,41149420,0.1394483331949731
2024-04-06,Polygon,11614038,0.039357984651134305
2024-04-06,Solana,53771684,0.18222302299490015
2024-04-06,Sui,6077347,0.02059508759534084
2024-04-07,Ethereum,181806140,0.6175469978494466
2024-04-07,Mantle,41069750,0.13950299376537725
2024-04-07,Polygon,11603043,0.0394124443243118
2024-04-07,Solana,53855979,0.1829344055579907
2024-04-07,Sui,6065580,0.020603158502873697
2024-04-08,Ethereum,182979877,0.6186349707078443
2024-04-08,Mantle,41189245,0.13925633677223
2024-04-08,Polygon,11667922,0.039447969378028455
2024-04-08,Solana,53859767,0.1820939872004413
2024-04-08,Sui,6083230,0.020566735941455902
2024-04-09,Ethereum,204421061,0.6452238380254292
2024-04-09,Mantle,41029905,0.12950462466251822
2024-04-09,Polygon,11644618,0.03675445710703946
2024-04-09,Solana,53666648,0.16939057270874705
2024-04-09,Sui,6059697,0.019126507496266144
2024-04-10,Ethereum,219741125,0.6597347406753754
2024-04-10,Mantle,41428254,0.12438117084056789
2024-04-10,Polygon,11664731,0.03502133831950215
2024-04-10,Solana,54116442,0.16247526187528163
2024-04-10,Sui,6124412,0.018387488289272922
2024-04-11,Ethereum,220243577,0.6618928520225099
2024-04-11,Mantle,41130029,0.1236071106790031
2024-04-11,Polygon,11644772,0.03499575994550736
2024-04-11,Solana,53670007,0.16129321220249737
2024-04-11,Sui,6059697,0.01821106515048222
2024-04-12,Ethereum,228318912,0.6696680503420194
2024-04-12,Mantle,41209894,0.12087018603952213
2024-04-12,Polygon,11629946,0.034111073827309435
2024-04-12,Solana,53713199,0.15754285502185164
2024-04-12,Sui,6071464,0.017807834769297422
2024-04-13,Ethereum,229613376,0.6655250427426385
2024-04-13,Mantle,42607516,0.12349615427917253
2024-04-13,Polygon,11559260,0.033504045537718456
2024-04-13,Solana,54988645,0.15938235372657372
2024-04-13,Sui,6242076,0.018092403713896865
2024-04-14,Ethereum,230655738,0.6704623727491384
2024-04-14,Mantle,41289758,0.12001968543664725
2024-04-14,Polygon,11617257,0.033768653494570935
2024-04-14,Solana,54314183,0.1578786477365281
2024-04-14,Sui,6147945,0.017870640583115265
2024-04-15,Ethereum,227912548,0.6597141925794975
2024-04-15,Mantle,41449486,0.11997941504004066
2024-04-15,Polygon,11594724,0.033562013364187925
2024-04-15,Solana,58408125,0.16906778219362176
2024-04-15,Sui,6106763,0.017676596822652126
2024-04-16,Ethereum,229737560,0.6708401441651773
2024-04-16,Mantle,41289758,0.12056725599969499
